Zone,Districts,Altitude (m),Annual rainfall (mm),Crops grown,Recommended Crops,Vegitables,Floriculture
Western,Karur,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Namakkal,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Dindigul,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Western,Theni,200-600,715,"Sorghum, Pulses, Groundnut, Rice, Millets, Cumbu, Cotton, Sugarcane, Ragi, Black Gram, Sunflower, Green Gram, Gingelly, Red Gram, Turmeric, Maize, Banana, Onion, Castor, Tobacco, Guava, Onion, Guards, Tomato, Tea, Coffee, Coconut, Gloriosa, Flowers, Tapioca, Jasmine, Rose and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
Cauvery Delta Zone,Tiruchi,100-200,984,"Rice, Cumbu, Maize, Cholam, Ragi, Black Gram, Green Gram, Coconut, Gingelly, Castor, Groundnut, Banana, Onion, Cashew, Betel vine, Citrus, Jack and other Vegetables.",,,
